buying,maint,doors,persons,lug_boot,safety,cond_class,Predicted
high,high,4,4,big,low,unacc,unacc
high,high,4,4,big,med,acc,unacc
high,high,4,4,big,high,acc,acc
high,high,4,6,small,low,unacc,unacc
high,high,4,6,small,med,unacc,unacc
high,high,4,6,small,high,acc,unacc
high,high,4,6,med,low,unacc,unacc
high,high,4,6,med,med,acc,unacc
high,high,4,6,med,high,acc,unacc
high,high,4,6,big,low,unacc,unacc
high,high,4,6,big,med,acc,unacc
high,high,4,6,big,high,acc,acc
high,high,5,2,small,low,unacc,unacc
high,high,5,2,small,med,unacc,unacc
high,high,5,2,small,high,unacc,unacc
high,high,5,2,med,low,unacc,unacc
high,high,5,2,med,med,unacc,unacc
high,high,5,2,med,high,unacc,unacc
high,high,5,2,big,low,unacc,unacc
high,high,5,2,big,med,unacc,unacc
high,high,5,2,big,high,unacc,unacc
high,high,5,4,small,low,unacc,unacc
high,high,5,4,small,med,unacc,unacc
high,high,5,4,small,high,acc,unacc
high,high,5,4,med,low,unacc,unacc
high,high,5,4,med,med,acc,unacc
high,high,5,4,med,high,acc,acc
high,high,5,4,big,low,unacc,unacc
high,high,5,4,big,med,acc,unacc
high,high,5,4,big,high,acc,acc
high,high,5,6,small,low,unacc,unacc
high,high,5,6,small,med,unacc,unacc
high,high,5,6,small,high,acc,unacc
high,high,5,6,med,low,unacc,unacc
high,high,5,6,med,med,acc,unacc
high,high,5,6,med,high,acc,acc
high,high,5,6,big,low,unacc,unacc
high,high,5,6,big,med,acc,unacc
high,high,5,6,big,high,acc,acc
high,med,2,2,small,low,unacc,unacc
high,med,2,2,small,med,unacc,unacc
high,med,2,2,small,high,unacc,unacc
high,med,2,2,med,low,unacc,unacc
high,med,2,2,med,med,unacc,unacc
high,med,2,2,med,high,unacc,unacc
high,med,2,2,big,low,unacc,unacc
high,med,2,2,big,med,unacc,unacc
high,med,2,2,big,high,unacc,unacc
high,med,2,4,small,low,unacc,unacc
high,med,2,4,small,med,unacc,unacc
high,med,2,4,small,high,acc,unacc
high,med,2,4,med,low,unacc,unacc
high,med,2,4,med,med,unacc,unacc
high,med,2,4,med,high,acc,acc
high,med,2,4,big,low,unacc,unacc
high,med,2,4,big,med,acc,acc
high,med,2,4,big,high,acc,acc
high,med,2,6,small,low,unacc,unacc
high,med,2,6,small,med,unacc,unacc
high,med,2,6,small,high,unacc,unacc
high,med,2,6,med,low,unacc,unacc
high,med,2,6,med,med,unacc,unacc
high,med,2,6,med,high,acc,acc
high,med,2,6,big,low,unacc,unacc
high,med,2,6,big,med,acc,acc
high,med,2,6,big,high,acc,acc
high,med,3,2,small,low,unacc,unacc
high,med,3,2,small,med,unacc,unacc
high,med,3,2,small,high,unacc,unacc
high,med,3,2,med,low,unacc,unacc
high,med,3,2,med,med,unacc,unacc
high,med,3,2,med,high,unacc,unacc
high,med,3,2,big,low,unacc,unacc
high,med,3,2,big,med,unacc,unacc
high,med,3,2,big,high,unacc,unacc
high,med,3,4,small,low,unacc,unacc
high,med,3,4,small,med,unacc,unacc
high,med,3,4,small,high,acc,acc
high,med,3,4,med,low,unacc,unacc
high,med,3,4,med,med,unacc,acc
high,med,3,4,med,high,acc,acc
high,med,3,4,big,low,unacc,unacc
high,med,3,4,big,med,acc,acc
high,med,3,4,big,high,acc,acc
high,med,3,6,small,low,unacc,unacc
high,med,3,6,small,med,unacc,unacc
high,med,3,6,small,high,acc,acc
high,med,3,6,med,low,unacc,unacc
high,med,3,6,med,med,acc,acc
high,med,3,6,med,high,acc,acc
high,med,3,6,big,low,unacc,unacc
high,med,3,6,big,med,acc,acc
high,med,3,6,big,high,acc,acc
high,med,4,2,small,low,unacc,unacc
high,med,4,2,small,med,unacc,unacc
high,med,4,2,small,high,unacc,unacc
high,med,4,2,med,low,unacc,unacc
high,med,4,2,med,med,unacc,unacc
high,med,4,2,med,high,unacc,unacc
high,med,4,2,big,low,unacc,unacc
high,med,4,2,big,med,unacc,unacc
high,med,4,2,big,high,unacc,unacc
high,med,4,4,small,low,unacc,unacc
high,med,4,4,small,med,unacc,acc
high,med,4,4,small,high,acc,acc
high,med,4,4,med,low,unacc,unacc
high,med,4,4,med,med,acc,acc
high,med,4,4,med,high,acc,acc
high,med,4,4,big,low,unacc,unacc
high,med,4,4,big,med,acc,acc
high,med,4,4,big,high,acc,acc
high,med,4,6,small,low,unacc,unacc
high,med,4,6,small,med,unacc,acc
high,med,4,6,small,high,acc,acc
high,med,4,6,med,low,unacc,unacc
high,med,4,6,med,med,acc,acc
high,med,4,6,med,high,acc,acc
high,med,4,6,big,low,unacc,unacc
high,med,4,6,big,med,acc,acc
high,med,4,6,big,high,acc,acc
high,med,5,2,small,low,unacc,unacc
high,med,5,2,small,med,unacc,unacc
high,med,5,2,small,high,unacc,unacc
high,med,5,2,med,low,unacc,unacc
high,med,5,2,med,med,unacc,unacc
high,med,5,2,med,high,unacc,unacc
high,med,5,2,big,low,unacc,unacc
high,med,5,2,big,med,unacc,unacc
high,med,5,2,big,high,unacc,unacc
high,med,5,4,small,low,unacc,unacc
high,med,5,4,small,med,unacc,acc
high,med,5,4,small,high,acc,acc
high,med,5,4,med,low,unacc,unacc
high,med,5,4,med,med,acc,acc
high,med,5,4,med,high,acc,acc
high,med,5,4,big,low,unacc,unacc
high,med,5,4,big,med,acc,acc
high,med,5,4,big,high,acc,acc
high,med,5,6,small,low,unacc,unacc
high,med,5,6,small,med,unacc,acc
high,med,5,6,small,high,acc,acc
high,med,5,6,med,low,unacc,unacc
high,med,5,6,med,med,acc,acc
high,med,5,6,med,high,acc,acc
high,med,5,6,big,low,unacc,unacc
high,med,5,6,big,med,acc,acc
high,med,5,6,big,high,acc,acc
high,low,2,2,small,low,unacc,unacc
high,low,2,2,small,med,unacc,unacc
high,low,2,2,small,high,unacc,unacc
high,low,2,2,med,low,unacc,unacc
high,low,2,2,med,med,unacc,unacc
high,low,2,2,med,high,unacc,unacc
high,low,2,2,big,low,unacc,unacc
high,low,2,2,big,med,unacc,unacc
high,low,2,2,big,high,unacc,unacc
high,low,2,4,small,low,unacc,unacc
high,low,2,4,small,med,unacc,unacc
high,low,2,4,small,high,acc,acc
high,low,2,4,med,low,unacc,unacc
high,low,2,4,med,med,unacc,acc
high,low,2,4,med,high,acc,acc
high,low,2,4,big,low,unacc,unacc
high,low,2,4,big,med,acc,acc
high,low,2,4,big,high,acc,acc
high,low,2,6,small,low,unacc,unacc
high,low,2,6,small,med,unacc,unacc
high,low,2,6,small,high,unacc,acc
high,low,2,6,med,low,unacc,unacc
high,low,2,6,med,med,unacc,acc
high,low,2,6,med,high,acc,acc
high,low,2,6,big,low,unacc,unacc
high,low,2,6,big,med,acc,acc
high,low,2,6,big,high,acc,acc
high,low,3,2,small,low,unacc,unacc
high,low,3,2,small,med,unacc,unacc
high,low,3,2,small,high,unacc,unacc
high,low,3,2,med,low,unacc,unacc
high,low,3,2,med,med,unacc,unacc
high,low,3,2,med,high,unacc,unacc
high,low,3,2,big,low,unacc,unacc
high,low,3,2,big,med,unacc,unacc
high,low,3,2,big,high,unacc,unacc
high,low,3,4,small,low,unacc,unacc
high,low,3,4,small,med,unacc,acc
high,low,3,4,small,high,acc,acc
high,low,3,4,med,low,unacc,unacc
high,low,3,4,med,med,unacc,acc
high,low,3,4,med,high,acc,acc
high,low,3,4,big,low,unacc,unacc
high,low,3,4,big,med,acc,acc
high,low,3,4,big,high,acc,acc
high,low,3,6,small,low,unacc,unacc
high,low,3,6,small,med,unacc,unacc
high,low,3,6,small,high,acc,acc
high,low,3,6,med,low,unacc,unacc
high,low,3,6,med,med,acc,acc
high,low,3,6,med,high,acc,acc
high,low,3,6,big,low,unacc,unacc
high,low,3,6,big,med,acc,acc
high,low,3,6,big,high,acc,acc
high,low,4,2,small,low,unacc,unacc
high,low,4,2,small,med,unacc,unacc
high,low,4,2,small,high,unacc,unacc
high,low,4,2,med,low,unacc,unacc
high,low,4,2,med,med,unacc,unacc
high,low,4,2,med,high,unacc,unacc
high,low,4,2,big,low,unacc,unacc
high,low,4,2,big,med,unacc,unacc
high,low,4,2,big,high,unacc,unacc
high,low,4,4,small,low,unacc,unacc
high,low,4,4,small,med,unacc,acc
high,low,4,4,small,high,acc,acc
high,low,4,4,med,low,unacc,unacc
high,low,4,4,med,med,acc,acc
high,low,4,4,med,high,acc,acc
high,low,4,4,big,low,unacc,unacc
high,low,4,4,big,med,acc,acc
high,low,4,4,big,high,acc,acc
high,low,4,6,small,low,unacc,unacc
high,low,4,6,small,med,unacc,acc
high,low,4,6,small,high,acc,acc
high,low,4,6,med,low,unacc,unacc
high,low,4,6,med,med,acc,acc
high,low,4,6,med,high,acc,acc
high,low,4,6,big,low,unacc,unacc
high,low,4,6,big,med,acc,acc
high,low,4,6,big,high,acc,acc
high,low,5,2,small,low,unacc,unacc
high,low,5,2,small,med,unacc,unacc
high,low,5,2,small,high,unacc,unacc
high,low,5,2,med,low,unacc,unacc
high,low,5,2,med,med,unacc,unacc
high,low,5,2,med,high,unacc,unacc
high,low,5,2,big,low,unacc,unacc
high,low,5,2,big,med,unacc,unacc
high,low,5,2,big,high,unacc,unacc
high,low,5,4,small,low,unacc,unacc
high,low,5,4,small,med,unacc,acc
high,low,5,4,small,high,acc,acc
high,low,5,4,med,low,unacc,unacc
high,low,5,4,med,med,acc,acc
high,low,5,4,med,high,acc,acc
high,low,5,4,big,low,unacc,unacc
high,low,5,4,big,med,acc,acc
high,low,5,4,big,high,acc,acc
high,low,5,6,small,low,unacc,unacc
high,low,5,6,small,med,unacc,acc
high,low,5,6,small,high,acc,acc
high,low,5,6,med,low,unacc,unacc
high,low,5,6,med,med,acc,acc
high,low,5,6,med,high,acc,acc
high,low,5,6,big,low,unacc,unacc
high,low,5,6,big,med,acc,acc
high,low,5,6,big,high,acc,acc
med,vhigh,2,2,small,low,unacc,unacc
med,vhigh,2,2,small,med,unacc,unacc
med,vhigh,2,2,small,high,unacc,unacc
med,vhigh,2,2,med,low,unacc,unacc
med,vhigh,2,2,med,med,unacc,unacc
med,vhigh,2,2,med,high,unacc,unacc
med,vhigh,2,2,big,low,unacc,unacc
med,vhigh,2,2,big,med,unacc,unacc
med,vhigh,2,2,big,high,unacc,unacc
med,vhigh,2,4,small,low,unacc,unacc
med,vhigh,2,4,small,med,unacc,unacc
med,vhigh,2,4,small,high,acc,unacc
med,vhigh,2,4,med,low,unacc,unacc
med,vhigh,2,4,med,med,unacc,unacc
med,vhigh,2,4,med,high,acc,unacc
med,vhigh,2,4,big,low,unacc,unacc
med,vhigh,2,4,big,med,acc,unacc
med,vhigh,2,4,big,high,acc,acc
med,vhigh,2,6,small,low,unacc,unacc
med,vhigh,2,6,small,med,unacc,unacc
med,vhigh,2,6,small,high,unacc,unacc
med,vhigh,2,6,med,low,unacc,unacc
med,vhigh,2,6,med,med,unacc,unacc
med,vhigh,2,6,med,high,acc,unacc
med,vhigh,2,6,big,low,unacc,unacc
med,vhigh,2,6,big,med,acc,unacc
med,vhigh,2,6,big,high,acc,acc
med,vhigh,3,2,small,low,unacc,unacc
med,vhigh,3,2,small,med,unacc,unacc
med,vhigh,3,2,small,high,unacc,unacc
med,vhigh,3,2,med,low,unacc,unacc
med,vhigh,3,2,med,med,unacc,unacc
med,vhigh,3,2,med,high,unacc,unacc
med,vhigh,3,2,big,low,unacc,unacc
med,vhigh,3,2,big,med,unacc,unacc
med,vhigh,3,2,big,high,unacc,unacc
med,vhigh,3,4,small,low,unacc,unacc
med,vhigh,3,4,small,med,unacc,unacc
med,vhigh,3,4,small,high,acc,unacc
med,vhigh,3,4,med,low,unacc,unacc
med,vhigh,3,4,med,med,unacc,unacc
med,vhigh,3,4,med,high,acc,acc
med,vhigh,3,4,big,low,unacc,unacc
med,vhigh,3,4,big,med,acc,unacc
med,vhigh,3,4,big,high,acc,acc
med,vhigh,3,6,small,low,unacc,unacc
med,vhigh,3,6,small,med,unacc,unacc
med,vhigh,3,6,small,high,acc,unacc
med,vhigh,3,6,med,low,unacc,unacc
med,vhigh,3,6,med,med,acc,unacc
med,vhigh,3,6,med,high,acc,acc
med,vhigh,3,6,big,low,unacc,unacc
med,vhigh,3,6,big,med,acc,unacc
med,vhigh,3,6,big,high,acc,acc
med,vhigh,4,2,small,low,unacc,unacc
med,vhigh,4,2,small,med,unacc,unacc
med,vhigh,4,2,small,high,unacc,unacc
med,vhigh,4,2,med,low,unacc,unacc
med,vhigh,4,2,med,med,unacc,unacc
med,vhigh,4,2,med,high,unacc,unacc
med,vhigh,4,2,big,low,unacc,unacc
med,vhigh,4,2,big,med,unacc,unacc
med,vhigh,4,2,big,high,unacc,unacc
med,vhigh,4,4,small,low,unacc,unacc
med,vhigh,4,4,small,med,unacc,unacc
med,vhigh,4,4,small,high,acc,unacc
med,vhigh,4,4,med,low,unacc,unacc
med,vhigh,4,4,med,med,acc,unacc
med,vhigh,4,4,med,high,acc,acc
med,vhigh,4,4,big,low,unacc,unacc
med,vhigh,4,4,big,med,acc,acc
med,vhigh,4,4,big,high,acc,acc
med,vhigh,4,6,small,low,unacc,unacc
med,vhigh,4,6,small,med,unacc,unacc
med,vhigh,4,6,small,high,acc,unacc
med,vhigh,4,6,med,low,unacc,unacc
med,vhigh,4,6,med,med,acc,unacc
med,vhigh,4,6,med,high,acc,acc
med,vhigh,4,6,big,low,unacc,unacc
med,vhigh,4,6,big,med,acc,unacc
med,vhigh,4,6,big,high,acc,acc
med,vhigh,5,2,small,low,unacc,unacc
med,vhigh,5,2,small,med,unacc,unacc
med,vhigh,5,2,small,high,unacc,unacc
med,vhigh,5,2,med,low,unacc,unacc
med,vhigh,5,2,med,med,unacc,unacc
med,vhigh,5,2,med,high,unacc,unacc
med,vhigh,5,2,big,low,unacc,unacc
med,vhigh,5,2,big,med,unacc,unacc
med,vhigh,5,2,big,high,unacc,unacc
med,vhigh,5,4,small,low,unacc,unacc
med,vhigh,5,4,small,med,unacc,unacc
med,vhigh,5,4,small,high,acc,unacc
med,vhigh,5,4,med,low,unacc,unacc
med,vhigh,5,4,med,med,acc,unacc
med,vhigh,5,4,med,high,acc,acc
med,vhigh,5,4,big,low,unacc,unacc
med,vhigh,5,4,big,med,acc,acc
med,vhigh,5,4,big,high,acc,acc
med,vhigh,5,6,small,low,unacc,unacc
med,vhigh,5,6,small,med,unacc,unacc
med,vhigh,5,6,small,high,acc,unacc
med,vhigh,5,6,med,low,unacc,unacc
med,vhigh,5,6,med,med,acc,unacc
med,vhigh,5,6,med,high,acc,acc
med,vhigh,5,6,big,low,unacc,unacc
med,vhigh,5,6,big,med,acc,unacc
med,vhigh,5,6,big,high,acc,acc
med,high,2,2,small,low,unacc,unacc
med,high,2,2,small,med,unacc,unacc
med,high,2,2,small,high,unacc,unacc
med,high,2,2,med,low,unacc,unacc
med,high,2,2,med,med,unacc,unacc
med,high,2,2,med,high,unacc,unacc
med,high,2,2,big,low,unacc,unacc
med,high,2,2,big,med,unacc,unacc
med,high,2,2,big,high,unacc,unacc
med,high,2,4,small,low,unacc,unacc
med,high,2,4,small,med,unacc,unacc
med,high,2,4,small,high,acc,acc
med,high,2,4,med,low,unacc,unacc
med,high,2,4,med,med,unacc,acc
med,high,2,4,med,high,acc,acc
med,high,2,4,big,low,unacc,unacc
med,high,2,4,big,med,acc,acc
med,high,2,4,big,high,acc,acc
med,high,2,6,small,low,unacc,unacc
med,high,2,6,small,med,unacc,unacc
med,high,2,6,small,high,unacc,acc
med,high,2,6,med,low,unacc,unacc
med,high,2,6,med,med,unacc,acc
med,high,2,6,med,high,acc,acc
med,high,2,6,big,low,unacc,unacc
med,high,2,6,big,med,acc,acc
med,high,2,6,big,high,acc,acc
med,high,3,2,small,low,unacc,unacc
med,high,3,2,small,med,unacc,unacc
med,high,3,2,small,high,unacc,unacc
med,high,3,2,med,low,unacc,unacc
med,high,3,2,med,med,unacc,unacc
med,high,3,2,med,high,unacc,unacc
med,high,3,2,big,low,unacc,unacc
med,high,3,2,big,med,unacc,unacc
med,high,3,2,big,high,unacc,unacc
med,high,3,4,small,low,unacc,unacc
med,high,3,4,small,med,unacc,unacc
med,high,3,4,small,high,acc,acc
med,high,3,4,med,low,unacc,unacc
med,high,3,4,med,med,unacc,acc
med,high,3,4,med,high,acc,acc
med,high,3,4,big,low,unacc,unacc
med,high,3,4,big,med,acc,acc
med,high,3,4,big,high,acc,acc
med,high,3,6,small,low,unacc,unacc
med,high,3,6,small,med,unacc,unacc
med,high,3,6,small,high,acc,acc
med,high,3,6,med,low,unacc,unacc
med,high,3,6,med,med,acc,acc
med,high,3,6,med,high,acc,acc
med,high,3,6,big,low,unacc,unacc
med,high,3,6,big,med,acc,acc
med,high,3,6,big,high,acc,acc
med,high,4,2,small,low,unacc,unacc
med,high,4,2,small,med,unacc,unacc
med,high,4,2,small,high,unacc,unacc
med,high,4,2,med,low,unacc,unacc
med,high,4,2,med,med,unacc,unacc
med,high,4,2,med,high,unacc,unacc
med,high,4,2,big,low,unacc,unacc
med,high,4,2,big,med,unacc,unacc
med,high,4,2,big,high,unacc,unacc
med,high,4,4,small,low,unacc,unacc
med,high,4,4,small,med,unacc,acc
med,high,4,4,small,high,acc,acc
med,high,4,4,med,low,unacc,unacc
med,high,4,4,med,med,acc,acc
med,high,4,4,med,high,acc,acc
med,high,4,4,big,low,unacc,unacc
med,high,4,4,big,med,acc,acc
med,high,4,4,big,high,acc,acc
med,high,4,6,small,low,unacc,unacc
med,high,4,6,small,med,unacc,acc
med,high,4,6,small,high,acc,acc
med,high,4,6,med,low,unacc,unacc
med,high,4,6,med,med,acc,acc
med,high,4,6,med,high,acc,acc
med,high,4,6,big,low,unacc,unacc
med,high,4,6,big,med,acc,acc
med,high,4,6,big,high,acc,acc
med,high,5,2,small,low,unacc,unacc
med,high,5,2,small,med,unacc,unacc
med,high,5,2,small,high,unacc,unacc
med,high,5,2,med,low,unacc,unacc
med,high,5,2,med,med,unacc,unacc
med,high,5,2,med,high,unacc,unacc
med,high,5,2,big,low,unacc,unacc
med,high,5,2,big,med,unacc,unacc
med,high,5,2,big,high,unacc,unacc
med,high,5,4,small,low,unacc,unacc
med,high,5,4,small,med,unacc,acc
med,high,5,4,small,high,acc,acc
med,high,5,4,med,low,unacc,unacc
med,high,5,4,med,med,acc,acc
med,high,5,4,med,high,acc,acc
med,high,5,4,big,low,unacc,unacc
med,high,5,4,big,med,acc,acc
med,high,5,4,big,high,acc,acc
med,high,5,6,small,low,unacc,unacc
med,high,5,6,small,med,unacc,acc
med,high,5,6,small,high,acc,acc
med,high,5,6,med,low,unacc,unacc
med,high,5,6,med,med,acc,acc
med,high,5,6,med,high,acc,acc
med,high,5,6,big,low,unacc,unacc
med,high,5,6,big,med,acc,acc
med,high,5,6,big,high,acc,acc
med,med,2,2,small,low,unacc,unacc
med,med,2,2,small,med,unacc,unacc
med,med,2,2,small,high,unacc,unacc
med,med,2,2,med,low,unacc,unacc
med,med,2,2,med,med,unacc,unacc
med,med,2,2,med,high,unacc,unacc
med,med,2,2,big,low,unacc,unacc
med,med,2,2,big,med,unacc,unacc
med,med,2,2,big,high,unacc,unacc
med,med,2,4,small,low,unacc,unacc
med,med,2,4,small,med,acc,acc
med,med,2,4,small,high,acc,acc
med,med,2,4,med,low,unacc,unacc
med,med,2,4,med,med,acc,acc
med,med,2,4,med,high,acc,acc
med,med,2,4,big,low,unacc,unacc
med,med,2,4,big,med,acc,acc
med,med,2,4,big,high,acc,acc
med,med,2,6,small,low,unacc,unacc
med,med,2,6,small,med,unacc,acc
med,med,2,6,small,high,unacc,acc
med,med,2,6,med,low,unacc,unacc
med,med,2,6,med,med,acc,acc
med,med,2,6,med,high,acc,acc
med,med,2,6,big,low,unacc,unacc
med,med,2,6,big,med,acc,acc
med,med,2,6,big,high,acc,acc
med,med,3,2,small,low,unacc,unacc
med,med,3,2,small,med,unacc,unacc
med,med,3,2,small,high,unacc,unacc
med,med,3,2,med,low,unacc,unacc
med,med,3,2,med,med,unacc,unacc
med,med,3,2,med,high,unacc,unacc
med,med,3,2,big,low,unacc,unacc
med,med,3,2,big,med,unacc,unacc
med,med,3,2,big,high,unacc,unacc
med,med,3,4,small,low,unacc,unacc
med,med,3,4,small,med,acc,acc
med,med,3,4,small,high,acc,acc
med,med,3,4,med,low,unacc,unacc
med,med,3,4,med,med,acc,acc
med,med,3,4,med,high,acc,acc
med,med,3,4,big,low,unacc,unacc
med,med,3,4,big,med,acc,acc
med,med,3,4,big,high,acc,acc
med,med,3,6,small,low,unacc,unacc
med,med,3,6,small,med,acc,acc
med,med,3,6,small,high,acc,acc
med,med,3,6,med,low,unacc,unacc
med,med,3,6,med,med,acc,acc
med,med,3,6,med,high,acc,acc
med,med,3,6,big,low,unacc,unacc
med,med,3,6,big,med,acc,acc
med,med,3,6,big,high,acc,acc
med,med,4,2,small,low,unacc,unacc
med,med,4,2,small,med,unacc,unacc
med,med,4,2,small,high,unacc,unacc
med,med,4,2,med,low,unacc,unacc
med,med,4,2,med,med,unacc,unacc
med,med,4,2,med,high,unacc,unacc
med,med,4,2,big,low,unacc,unacc
med,med,4,2,big,med,unacc,unacc
med,med,4,2,big,high,unacc,unacc
med,med,4,4,small,low,unacc,unacc
med,med,4,4,small,med,acc,acc
med,med,4,4,small,high,acc,acc
med,med,4,4,med,low,unacc,unacc
med,med,4,4,med,med,acc,acc
med,med,4,4,med,high,acc,acc
med,med,4,4,big,low,unacc,unacc
med,med,4,4,big,med,acc,acc
med,med,4,4,big,high,acc,acc
med,med,4,6,small,low,unacc,unacc
med,med,4,6,small,med,acc,acc
med,med,4,6,small,high,acc,acc
med,med,4,6,med,low,unacc,unacc
med,med,4,6,med,med,acc,acc
med,med,4,6,med,high,acc,acc
med,med,4,6,big,low,unacc,unacc
med,med,4,6,big,med,acc,acc
med,med,4,6,big,high,acc,acc
med,med,5,2,small,low,unacc,unacc
med,med,5,2,small,med,unacc,unacc
med,med,5,2,small,high,unacc,unacc
med,med,5,2,med,low,unacc,unacc
med,med,5,2,med,med,unacc,unacc
med,med,5,2,med,high,unacc,unacc
med,med,5,2,big,low,unacc,unacc
med,med,5,2,big,med,unacc,unacc
med,med,5,2,big,high,unacc,unacc
med,med,5,4,small,low,unacc,unacc
med,med,5,4,small,med,acc,acc
med,med,5,4,small,high,acc,acc
med,med,5,4,med,low,unacc,unacc
med,med,5,4,med,med,acc,acc
med,med,5,4,med,high,acc,acc
med,med,5,4,big,low,unacc,unacc
med,med,5,4,big,med,acc,acc
med,med,5,4,big,high,acc,acc
med,med,5,6,small,low,unacc,unacc
med,med,5,6,small,med,acc,acc
med,med,5,6,small,high,acc,acc
med,med,5,6,med,low,unacc,unacc
med,med,5,6,med,med,acc,acc
med,med,5,6,med,high,acc,acc
med,med,5,6,big,low,unacc,unacc
med,med,5,6,big,med,acc,acc
med,med,5,6,big,high,acc,acc
med,low,2,2,small,low,unacc,unacc
med,low,2,2,small,med,unacc,unacc
med,low,2,2,small,high,unacc,unacc
med,low,2,2,med,low,unacc,unacc
med,low,2,2,med,med,unacc,unacc
med,low,2,2,med,high,unacc,unacc
med,low,2,2,big,low,unacc,unacc
med,low,2,2,big,med,unacc,unacc
med,low,2,2,big,high,unacc,unacc
med,low,2,4,small,low,unacc,unacc
med,low,2,4,small,med,acc,acc
med,low,2,4,small,high,acc,acc
med,low,2,4,med,low,unacc,unacc
med,low,2,4,med,med,acc,acc
med,low,2,4,med,high,acc,acc
med,low,2,4,big,low,unacc,unacc
med,low,2,4,big,med,acc,acc
med,low,2,4,big,high,acc,acc
med,low,2,6,small,low,unacc,unacc
med,low,2,6,small,med,unacc,acc
med,low,2,6,small,high,unacc,acc
med,low,2,6,med,low,unacc,unacc
med,low,2,6,med,med,acc,acc
med,low,2,6,med,high,acc,acc
med,low,2,6,big,low,unacc,unacc
med,low,2,6,big,med,acc,acc
med,low,2,6,big,high,acc,acc
med,low,3,2,small,low,unacc,unacc
med,low,3,2,small,med,unacc,unacc
med,low,3,2,small,high,unacc,unacc
med,low,3,2,med,low,unacc,unacc
med,low,3,2,med,med,unacc,unacc
med,low,3,2,med,high,unacc,unacc
med,low,3,2,big,low,unacc,unacc
med,low,3,2,big,med,unacc,unacc
med,low,3,2,big,high,unacc,unacc
med,low,3,4,small,low,unacc,unacc
med,low,3,4,small,med,acc,acc
med,low,3,4,small,high,acc,acc
med,low,3,4,med,low,unacc,unacc
med,low,3,4,med,med,acc,acc
med,low,3,4,med,high,acc,acc
med,low,3,4,big,low,unacc,unacc
med,low,3,4,big,med,acc,acc
med,low,3,4,big,high,acc,acc
med,low,3,6,small,low,unacc,unacc
med,low,3,6,small,med,acc,acc
med,low,3,6,small,high,acc,acc
med,low,3,6,med,low,unacc,unacc
med,low,3,6,med,med,acc,acc
med,low,3,6,med,high,acc,acc
med,low,3,6,big,low,unacc,unacc
med,low,3,6,big,med,acc,acc
med,low,3,6,big,high,acc,acc
med,low,4,2,small,low,unacc,unacc
med,low,4,2,small,med,unacc,unacc
med,low,4,2,small,high,unacc,unacc
med,low,4,2,med,low,unacc,unacc
med,low,4,2,med,med,unacc,unacc
med,low,4,2,med,high,unacc,unacc
med,low,4,2,big,low,unacc,unacc
med,low,4,2,big,med,unacc,unacc
med,low,4,2,big,high,unacc,unacc
med,low,4,4,small,low,unacc,unacc
med,low,4,4,small,med,acc,acc
med,low,4,4,small,high,acc,acc
med,low,4,4,med,low,unacc,unacc
med,low,4,4,med,med,acc,acc
med,low,4,4,med,high,acc,acc
med,low,4,4,big,low,unacc,unacc
med,low,4,4,big,med,acc,acc
med,low,4,4,big,high,acc,acc
med,low,4,6,small,low,unacc,unacc
med,low,4,6,small,med,acc,acc
med,low,4,6,small,high,acc,acc
med,low,4,6,med,low,unacc,unacc
med,low,4,6,med,med,acc,acc
med,low,4,6,med,high,acc,acc
med,low,4,6,big,low,unacc,unacc
med,low,4,6,big,med,acc,acc
med,low,4,6,big,high,acc,acc
med,low,5,2,small,low,unacc,unacc
med,low,5,2,small,med,unacc,unacc
med,low,5,2,small,high,unacc,unacc
med,low,5,2,med,low,unacc,unacc
med,low,5,2,med,med,unacc,unacc
med,low,5,2,med,high,unacc,unacc
med,low,5,2,big,low,unacc,unacc
med,low,5,2,big,med,unacc,unacc
med,low,5,2,big,high,unacc,unacc
med,low,5,4,small,low,unacc,unacc
med,low,5,4,small,med,acc,acc
med,low,5,4,small,high,acc,acc
med,low,5,4,med,low,unacc,unacc
med,low,5,4,med,med,acc,acc
med,low,5,4,med,high,acc,acc
med,low,5,4,big,low,unacc,unacc
med,low,5,4,big,med,acc,acc
med,low,5,4,big,high,acc,acc
med,low,5,6,small,low,unacc,unacc
med,low,5,6,small,med,acc,acc
med,low,5,6,small,high,acc,acc
med,low,5,6,med,low,unacc,unacc
med,low,5,6,med,med,acc,acc
med,low,5,6,med,high,acc,acc
med,low,5,6,big,low,unacc,unacc
med,low,5,6,big,med,acc,acc
med,low,5,6,big,high,acc,acc
low,vhigh,2,2,small,low,unacc,unacc
low,vhigh,2,2,small,med,unacc,unacc
low,vhigh,2,2,small,high,unacc,unacc
low,vhigh,2,2,med,low,unacc,unacc
low,vhigh,2,2,med,med,unacc,unacc
low,vhigh,2,2,med,high,unacc,unacc
low,vhigh,2,2,big,low,unacc,unacc
low,vhigh,2,2,big,med,unacc,unacc
low,vhigh,2,2,big,high,unacc,unacc
low,vhigh,2,4,small,low,unacc,unacc
low,vhigh,2,4,small,med,unacc,unacc
low,vhigh,2,4,small,high,acc,unacc
low,vhigh,2,4,med,low,unacc,unacc
low,vhigh,2,4,med,med,unacc,unacc
low,vhigh,2,4,med,high,acc,acc
low,vhigh,2,4,big,low,unacc,unacc
low,vhigh,2,4,big,med,acc,unacc
